Author,Movie,Userscore
MovieGuys,die-hard-2,10
MovieGuys,clerks,9
MovieGuys,the-shawshank-redemption,10
Spangle,bulworth,8
MovieManiac83,the-matrix,9
LaMagiadeVirue,die-hard-2,9
Spangle,snake-eyes,9
Spangle,coming-to-america,7
Compi24,home-alone,8
Compi24,pleasantville,8
aadityamudhar,the-matrix,10
MovieManiac83,saving-private-ryan,10
Marick,the-shawshank-redemption,6
Broyax,righteous-kill,6
axelkoch,home-alone,8
RegOz,the-last-emperor,8
Spangle,the-last-emperor,8
Spangle,out-of-sight,8
Broyax,the-last-emperor,6
MovieManiac83,the-shawshank-redemption,9
Compi24,out-of-sight,7
asylumspadez,titanic,8
aadityamudhar,the-shawshank-redemption,10
MovieGuys,good-will-hunting,9
Spangle,the-graduate,7
Compi24,the-graduate,9
LaMagiadeVirue,american-history-x,7
Spangle,pleasantville,8
Compi24,bottle-rocket,7
spadenx,titanic,7
Spangle,the-american-president,8
MovieGuys,48-hrs,6
MovieGuys,babe,8
MovieGuys,the-graduate,10
Spangle,primary-colors,7
Spangle,titanic,7
Spangle,the-matrix,8
Spangle,dances-with-wolves,9
Compi24,the-matrix,8
axelkoch,titanic,8
TheWalrus2000,dances-with-wolves,9
axelkoch,crash,10
Spangle,primal-fear,9
asylumspadez,first-blood,7
Compi24,crash,9
DouglasM,billy-madison,10
MovieGuys,mission-impossible,9
Spangle,fear-and-loathing-in-las-vegas,6
MovieGuys,crash,10
MovieGuys,the-matrix,8
asylumspadez,taken,8
asylumspadez,armageddon,7
Compi24,primal-fear,9
Spangle,good-will-hunting,10
Compi24,good-will-hunting,10
MovieGuys,primal-fear,6
Spangle,armageddon,8
sinadoom,taken,7
Spangle,shallow-grave,7
spadenx,taken,8
Spangle,dead-ringers,8
Spangle,dead-poets-society,8
Spangle,mission-impossible,6
Compi24,dead-poets-society,8
Spangle,crash,7
aadityamudhar,good-will-hunting,8
Spangle,peggy-sue-got-married,9
MovieGuys,dead-poets-society,8
Spangle,one-false-move,8
Spangle,sex-lies-and-videotape,8
aadityamudhar,mission-impossible,7
TheWalrus2000,friday,8
MovieGuys,the-truman-show,10
MovieGuys,taken,7
MovieGuys,the-dark-knight,10
joao1198pedro,the-dark-knight,8
Spangle,2001-a-space-odyssey,8
Compi24,the-truman-show,9
Spangle,dazed-and-confused,8
Compi24,thief,8
Spangle,from-dusk-till-dawn,6
Spangle,thief,8
Spangle,the-boxer,7
aadityamudhar,from-dusk-till-dawn,6
RegOz,in-the-name-of-the-father,10
MovieGuys,dazed-and-confused,6
RegOz,the-chamber,6
Spangle,in-the-name-of-the-father,8
Spangle,deconstructing-harry,7
MovieGuys,in-the-name-of-the-father,8
MovieGuys,the-silence-of-the-lambs,10
Spangle,swingers,7
Broyax,sphere,7
Spangle,boyz-n-the-hood,8
Compi24,copycat,7
MovieGuys,twins,8
Spangle,la-story,7
MovieGuys,grosse-pointe-blank,7
spadenx,pineapple-express,7
Spangle,grosse-pointe-blank,7
Spangle,cabaret,6
Spangle,tremors,7
Spangle,pineapple-express,8
aaronpaul121,the-silence-of-the-lambs,9
Compi24,2001-a-space-odyssey,7
RegOz,as-good-as-it-gets,7
Compi24,pineapple-express,10
Compi24,field-of-dreams,9
Compi24,as-good-as-it-gets,9
Spangle,the-silence-of-the-lambs,10
Spangle,the-truman-show,9
MovieGuys,boogie-nights,9
MovieGuys,field-of-dreams,7
axelkoch,the-silence-of-the-lambs,9
sinadoom,scarface,10
Compi24,the-silence-of-the-lambs,9
Spangle,darkman,6
Spangle,mimic,6
MovieGuys,midnight-run,10
Spangle,they-live,8
Spangle,starship-troopers,8
Spangle,la-confidential,10
TheWalrus2000,la-confidential,9
Compi24,do-the-right-thing,7
Spangle,trainspotting,8
Spangle,the-manchurian-candidate-1962,7
Marick,the-dark-knight,8
Compi24,they-live,6
axelkoch,pulp-fiction,9
aadityamudhar,pineapple-express,7
aadityamudhar,mad-max,7
JohnnyStephens,the-silence-of-the-lambs,10
Spangle,midnight-run,7
Compi24,midnight-run,7
Compi24,con-air,7
TheWalrus2000,pulp-fiction,10
MovieGuys,con-air,7
joao1198pedro,pulp-fiction,10
MovieGuys,trainspotting,8
RegOz,the-english-patient,9
Marick,the-silence-of-the-lambs,9
MovieManiac83,pulp-fiction,10
Spangle,the-english-patient,7
RegOz,amadeus,10
MovieGuys,la-confidential,8
Spangle,boogie-nights,8
axelkoch,the-english-patient,8
MovieGuys,air-force-one,9
Spangle,kindergarten-cop,7
LaMagiadeVirue,the-lost-boys,10
axelkoch,la-confidential,7
Moviebuffreview,indiana-jones-and-the-kingdom-of-the-crystal-skull,9
Compi24,backdraft,8
MovieGuys,happy-gilmore,7
MovieGuys,while-you-were-sleeping,7
MovieManiac83,the-silence-of-the-lambs,9
MovieGuys,scream,10
Compi24,animal-house,7
Spangle,leaving-las-vegas,7
Broyax,waterworld,8
Broyax,leaving-las-vegas,10
spadenx,indiana-jones-and-the-kingdom-of-the-crystal-skull,8
devo-nc,indiana-jones-and-the-kingdom-of-the-crystal-skull,7
asylumspadez,scream,9
sinadoom,casino,9
Spangle,sling-blade,9
MovieGuys,scarface,10
Spangle,animal-house,7
Compi24,sling-blade,8
Spangle,amadeus,8
Compi24,amadeus,9
MovieManiac83,scream,9
MovieGuys,casino,8
MovieGuys,amadeus,10
RegOz,the-adventures-of-priscilla-queen-of-the-desert,8
RegOz,dracula,8
MovieGuys,dracula,8
Spangle,casino,8
asylumspadez,a-few-good-men,8
Moviebuffreview,scream,10
RegOz,pulp-fiction,7
MovieGuys,austin-powers-international-man-of-mystery,9
Compi24,a-few-good-men,10
Spangle,scarface,7
Spangle,dracula,9
MovieGuys,indiana-jones-and-the-kingdom-of-the-crystal-skull,7
Spangle,the-fifth-element,7
spadenx,austin-powers-international-man-of-mystery,7
asylumspadez,ace-ventura-when-nature-calls,9
MovieGuys,pulp-fiction,8
Marick,scarface,9
Compi24,grumpy-old-men,8
Compi24,happy-gilmore,8
Spangle,the-witches-of-eastwick,7
MovieGuys,twister,10
Broyax,rumble-in-the-bronx,7
MovieGuys,jerry-maguire,8
Spangle,the-year-of-living-dangerously,6
Spangle,sleepers,7
Compi24,shine,8
Compi24,rocknrolla,6
MovieGuys,murder-at-1600,6
Spangle,the-pelican-brief,6
Spangle,the-player,8
Spangle,jerry-maguire,7
MovieGuys,the-pelican-brief,8
RegOz,sleepers,8
Spangle,rocknrolla,6
aadityamudhar,stargate,6
Spangle,the-birdcage,8
joao1198pedro,2001-a-space-odyssey,10
Spangle,stargate,6
Spangle,scream,7
Spangle,twister,8
Spangle,unforgiven,8
Broyax,disclosure,7
Compi24,the-color-purple,8
Compi24,jfk,9
Spangle,the-bridges-of-madison-county,9
aadityamudhar,indiana-jones-and-the-kingdom-of-the-crystal-skull,6
Spangle,get-shorty,7
Spangle,jfk,8
MovieGuys,the-long-kiss-goodnight,7
Compi24,the-mask,6
Broyax,batman-returns,8
sinadoom,goodfellas,9
sinadoom,risky-business,7
Spangle,risky-business,7
Broyax,the-recruit,6
MovieGuys,die-hard,10
MovieGuys,true-romance,9
Spangle,a-little-princess,6
MovieManiac83,the-dark-knight,9
Spangle,the-umbrellas-of-cherbourg,8
axelkoch,vicky-cristina-barcelona,8
LaMagiadeVirue,die-hard,10
Spangle,the-curious-case-of-benjamin-button,8
Spangle,batman,7
Compi24,ace-ventura-pet-detective,6
LaMagiadeVirue,true-romance,7
MovieGuys,the-terminator,9
MovieManiac83,the-curious-case-of-benjamin-button,9
Spangle,true-romance,8
Compi24,batman,8
MovieManiac83,true-romance,10
Compi24,the-terminator,8
EricR.,goodfellas,10
sinadoom,pulp-fiction,9
joao1198pedro,batman,6
spadenx,pulp-fiction,9
MovieGuys,madagascar-escape-2-africa,6
Spangle,goodfellas,9
Marick,batman,6
Compi24,goodfellas,9
aadityamudhar,madagascar-escape-2-africa,7
Spangle,pulp-fiction,9
Marick,the-terminator,7
MovieGuys,w,8
Compi24,pulp-fiction,10
MovieManiac83,the-terminator,8
MovieGuys,goodfellas,10
joao1198pedro,goodfellas,10
MovieGuys,bolt,6
Broyax,batman,7
Moviebuffreview,halloween-ii,6
Marick,goodfellas,9
Spangle,zombieland,8
MovieManiac83,zombieland,8
asylumspadez,quantum-of-solace,8
Broyax,blade-runner,10
aaronpaul121,knowing,6
Broyax,goodfellas,10
JohnnyStephens,deep-sea,10
axelkoch,up,7
Compi24,quantum-of-solace,8
asylumspadez,doubt,10
spadenx,doubt,10
Spangle,doubt,8
Compi24,doubt,8
RegOz,gran-torino,9
Compi24,yes-man,7
asylumspadez,watchmen,10
Compi24,gran-torino,9
joao1198pedro,up,8
asylumspadez,frostnixon,8
spadenx,frostnixon,6
aadityamudhar,pulp-fiction,10
Spangle,frostnixon,8
MovieManiac83,up,10
MovieGuys,race-to-witch-mountain,6
Spangle,sin-nombre,8
MovieGuys,the-soloist,8
JohnnyStephens,paul-blart-mall-cop,10
MovieGuys,paul-blart-mall-cop,6
RegOz,orphan,8
Spangle,state-of-play,8
Spangle,valkyrie,7
Compi24,state-of-play,8
Marick,fast-furious,6
Spangle,whatever-works,7
Spangle,worlds-greatest-dad,6
EddieM.,the-hangover,10
Spangle,public-enemies,7
HudsonT,watchmen,10
RegOz,slumdog-millionaire,10
Spangle,inglourious-basterds,9
Spangle,slumdog-millionaire,9
Compi24,slumdog-millionaire,8
aadityamudhar,harry-potter-and-the-half-blood-prince,6
Spangle,up-in-the-air,8
MovieGuys,quantum-of-solace,7
asylumspadez,angels-demons,7
JohnnyStephens,angels-demons,10
aadityamudhar,slumdog-millionaire,8
aadityamudhar,quantum-of-solace,6
aaronpaul121,coraline,9
Spangle,hunger,7
asylumspadez,the-hangover,9
Spangle,the-damned-united,8
Compi24,black-dynamite,6
asylumspadez,inglourious-basterds,8
Broyax,the-damned-united,6
Compi24,public-enemies,8
Moviebuffreview,inception,10
spadenx,the-hangover,8
MarkG.,watchmen,9
Moviebuffreview,the-social-network,10
KeithM.,watchmen,9
aaronpaul121,the-social-network,10
aaronpaul121,paranormal-activity,6
Spangle,the-young-victoria,7
aadityamudhar,star-trek,8
devo-nc,inception,10
Spangle,the-men-who-stare-at-goats,6
axelkoch,500-days-of-summer,8
Compi24,500-days-of-summer,9
Spangle,the-imaginarium-of-doctor-parnassus,6
Compi24,the-imaginarium-of-doctor-parnassus,6
Compi24,2012,6
Compi24,the-social-network,9
Spangle,crazy-heart,7
Compi24,terminator-salvation,6
MovieGuys,its-complicated,8
axelkoch,inception,10
MovieManiac83,the-social-network,8
Spangle,500-days-of-summer,9
aadityamudhar,the-social-network,10
devo-nc,the-hangover,7
LaMagiadeVirue,the-secret-in-their-eyes,10
Compi24,inception,10
Compi24,the-hangover,8
TheWalrus2000,the-hangover,7
Spangle,the-secret-in-their-eyes,8
MovieGuys,the-hangover,10
Marick,the-hangover,9
MovieManiac83,the-hangover,7
MovieGuys,love-ranch,6
Spangle,where-the-wild-things-are,8
MovieGuys,inception,10
RegOz,the-road,8
MovieGuys,the-hunger-games,8
aaronpaul121,avatar,6
Spangle,the-road,7
Compi24,the-road,8
Compi24,get-him-to-the-greek,6
Marick,inception,8
Spangle,paranormal-activity,7
Spangle,green-zone,8
TheWalrus2000,paranormal-activity,7
aaronpaul121,2012,6
MovieManiac83,inception,9
MovieGuys,paranormal-activity,7
Moviebuffreview,iron-man-2,8
aadityamudhar,inception,10
TheWalrus2000,legend-of-the-guardians-the-owls-of-gahoole,6
spadenx,wall-street-money-never-sleeps,8
MovieManiac83,paranormal-activity,8
spadenx,devil,8
spadenx,iron-man-2,8
asylumspadez,devil,8
spadenx,harry-potter-and-the-half-blood-prince,9
RegOz,takers,8
MovieGuys,2012,8
TheWalrus2000,devil,6
Compi24,scott-pilgrim-vs-the-world,7
aadityamudhar,the-hunger-games,7
MovieGuys,devil,6
Compi24,robin-hood,6
axelkoch,iron-man-2,7
Spangle,animal-kingdom,8
Spangle,the-kids-are-all-right,8
Spangle,harry-potter-and-the-half-blood-prince,7
Compi24,iron-man-2,7
Compi24,the-kids-are-all-right,7
MovieGuys,the-kids-are-all-right,10
Spangle,easy-a,7
Broyax,2012,6
spadenx,inglourious-basterds,7
joao1198pedro,harry-potter-and-the-half-blood-prince,6
sinadoom,the-a-team,6
Spangle,you-will-meet-a-tall-dark-stranger,6
Compi24,the-a-team,7
MovieManiac83,harry-potter-and-the-half-blood-prince,8
MovieGuys,the-a-team,7
Compi24,inglourious-basterds,8
TheWalrus2000,inglourious-basterds,10
aaronpaul121,megamind,7
MovieGuys,the-kings-speech,10
spadenx,little-fockers,7
axelkoch,buried,10
Spangle,never-let-me-go,9
MovieGuys,inglourious-basterds,8
asylumspadez,little-fockers,8
joao1198pedro,inglourious-basterds,8
Spangle,monsters,7
Spangle,get-low,7
joseap84,the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,8
Spangle,fair-game-2010,7
Broyax,fair-game-2010,7
sinadoom,red,6
asylumspadez,due-date,7
Spangle,somewhere,6
asylumspadez,tron-legacy,8
Spangle,i-love-you-phillip-morris,7
MovieManiac83,inglourious-basterds,9
axelkoch,red,6
Spangle,salt,6
axelkoch,salt,8
Compi24,red,7
spadenx,harry-potter-and-the-deathly-hallows-part-i,8
aadityamudhar,inglourious-basterds,9
RegOz,let-me-in,8
MovieGuys,red,10
Compi24,let-me-in,9
MovieGuys,salt,8
spadenx,tron-legacy,7
aadityamudhar,the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,6
Moviebuffreview,unknown-2011,6
Schmit93,watchmen,8
Compi24,megamind,7
Moviebuffreview,watchmen,10
Moviebuffreview,thor,7
MovieGuys,megamind,8
Compi24,source-code,8
aadityamudhar,thor,6
Spangle,the-company-men,8
devo-nc,harry-potter-and-the-deathly-hallows-part-i,7
TheWalrus2000,watchmen,10
Moviebuffreview,the-adjustment-bureau,9
Compi24,the-diving-bell-and-the-butterfly,7
asylumspadez,the-kings-speech,10
Spangle,scott-pilgrim-vs-the-world,8
MovieManiac83,paul,7
MovieGuys,scott-pilgrim-vs-the-world,7
aadityamudhar,watchmen,6
Compi24,unknown-2011,6
spadenx,the-kings-speech,10
Spangle,the-adjustment-bureau,8
Compi24,the-adjustment-bureau,7
aadityamudhar,scott-pilgrim-vs-the-world,8
Spangle,the-kings-speech,7
Compi24,the-kings-speech,10
MovieGuys,the-adjustment-bureau,8
Compi24,hugo,8
Moviebuffreview,star-trek,10
Moviebuffreview,scream-4,8
aadityamudhar,paul,6
Spangle,water-for-elephants,7
Moviebuffreview,harry-potter-and-the-deathly-hallows-part-i,10
Spangle,rango,8
sinadoom,source-code,6
MovieManiac83,rango,9
Spangle,hugo,8
Moviebuffreview,tron-legacy,7
Spangle,beginners,8
Compi24,war-horse,8
aaronpaul121,black-swan,9
MovieGuys,fast-five,6
Spangle,district-9,7
MovieGuys,scream-4,8
Compi24,district-9,10
Spangle,harry-potter-and-the-deathly-hallows-part-i,7
axelkoch,harry-potter-and-the-deathly-hallows-part-i,8
Marick,fast-five,7
TheWalrus2000,district-9,10
Compi24,tron-legacy,6
Compi24,harry-potter-and-the-deathly-hallows-part-i,7
Marick,friends-with-benefits,9
Compi24,bridesmaids,8
MovieGuys,tron-legacy,7
RegOz,dont-be-afraid-of-the-dark,6
Spangle,black-swan,9
joao1198pedro,harry-potter-and-the-deathly-hallows-part-i,6
MovieGuys,bridesmaids,6
Moviebuffreview,5050,10
MovieManiac83,harry-potter-and-the-deathly-hallows-part-i,7
aadityamudhar,harry-potter-and-the-deathly-hallows-part-i,7
spadenx,a-very-harold-kumar-christmas,8
aaronpaul121,the-help,8
Spangle,take-shelter,7
MovieGuys,a-very-harold-kumar-christmas,9
Spangle,thor,7
Compi24,thor,8
Spangle,the-help,8
Spangle,chronicle-2012,6
Compi24,chronicle-2012,9
MovieGuys,the-help,10
joao1198pedro,thor,6
Spangle,the-woman-in-black,8
aadityamudhar,the-woman-in-black,6
Spangle,5050,8
axelkoch,5050,8
MovieGuys,in-time,8
Compi24,5050,10
MovieGuys,tower-heist,6
MovieGuys,5050,7
Compi24,the-grey,10
TheWalrus2000,paranormal-activity-3,6
MovieGuys,paranormal-activity-3,6
Marick,paranormal-activity-3,6
Spangle,my-week-with-marilyn,8
Compi24,avatar,7
JohnnyStephens,avatar,10
Spangle,we-need-to-talk-about-kevin,8
MovieGuys,man-on-a-ledge,7
MovieGuys,avatar,7
MovieGuys,contraband,7
MovieGuys,this-means-war,7
Compi24,monsieur-lazhar,6
MovieGuys,lockout,6
Spangle,melancholia,9
Moviebuffreview,man-of-steel,10
Spangle,headhunters-2012,8
MovieGuys,les-miserables,9
joao1198pedro,les-miserables,8
Spangle,butter,7
Spangle,seeking-a-friend-for-the-end-of-the-world,8
Compi24,looper,7
MovieGuys,magic-mike,6
Spangle,magic-mike,7
MovieGuys,chernobyl-diaries,6
joao1198pedro,looper,7
Compi24,beasts-of-the-southern-wild,6
MovieGuys,liberal-arts,9
axelkoch,drive,10
MovieGuys,moonrise-kingdom,10
Spangle,looper,9
axelkoch,looper,8
Compi24,drive,8
Spangle,beasts-of-the-southern-wild,6
MovieGuys,trouble-with-the-curve,7
aadityamudhar,ice-age-continental-drift,6
devo-nc,the-dark-knight-rises,8
JohnnyStephens,dark-shadows,10
Spangle,pitch-perfect,7
aadityamudhar,beasts-of-the-southern-wild,8
Compi24,pitch-perfect,7
MovieGuys,looper,7
Marick,drive,8
Spangle,killer-joe,8
sinadoom,ted,7
Compi24,arbitrage,9
Compi24,premium-rush,7
Spangle,moonrise-kingdom,8
MovieGuys,arbitrage,6
MovieManiac83,drive,10
axelkoch,the-intouchables,9
duckhost,drive,10
MovieGuys,premium-rush,8
pabloaimar,robot-and-frank,7
Spangle,the-perks-of-being-a-wallflower,9
axelkoch,the-perks-of-being-a-wallflower,9
Moviebuffreview,the-dark-knight-rises,10
sinadoom,taken-2,7
Spangle,undefeated,9
axelkoch,ted,8
MovieGuys,hitchcock,6
MovieGuys,taken-2,6
Compi24,ted,8
Compi24,sinister-2012,6
Compi24,the-perks-of-being-a-wallflower,8
Spangle,drive,9
Spangle,sinister-2012,8
JohnnyStephens,broken-city,8
Spangle,beautiful-creatures-2012,6
MovieGuys,sinister-2012,8
Compi24,snitch,7
Marick,sinister-2012,7
Spangle,man-of-steel,6
Compi24,life-of-pi,8
MovieManiac83,sinister-2012,6
Compi24,dredd,7
Compi24,warm-bodies,7
Compi24,oz-the-great-and-powerful,8
Spangle,stoker,7
Spangle,the-worlds-end,7
Compi24,mud,8
Spangle,the-kings-of-summer,7
Spangle,life-of-pi,7
Compi24,zero-dark-thirty,9
JohnnyStephens,man-of-steel,6
MovieManiac83,the-worlds-end,8
Compi24,the-avengers-2012,9
aadityamudhar,the-worlds-end,7
MovieGuys,mud,9
TheWalrus2000,iron-man-3,7
Marick,zero-dark-thirty,9
MovieGuys,the-heat,9
Spangle,mud,8
Spangle,the-way-way-back,8
Spangle,before-midnight,8
Compi24,oblivion,8
MovieGuys,the-way-way-back,9
Spangle,zero-dark-thirty,8
MovieGuys,the-avengers-2012,8
MovieManiac83,man-of-steel,6
LaMagiadeVirue,a-good-day-to-die-hard,8
joao1198pedro,the-avengers-2012,7
Compi24,the-heat,7
gzayas91,man-of-steel,10
MovieGuys,oz-the-great-and-powerful,7
Spangle,the-dark-knight-rises,8
Compi24,the-conjuring,9
MovieGuys,zero-dark-thirty,9
Spangle,only-god-forgives,6
aadityamudhar,man-of-steel,7
JohnnyStephens,lone-ranger,10
MovieGuys,oblivion,6
aadityamudhar,the-avengers-2012,8
Spangle,aint-them-bodies-saints,7
MovieGuys,were-the-millers,6
Compi24,don-jon,7
Spangle,the-conjuring,8
Compi24,elysium,8
Spangle,oblivion,7
Compi24,iron-man-3,8
Spangle,in-a-world,7
MovieGuys,elysium,8
TheWalrus2000,oblivion,6
JohnnyStephens,rush,10
Compi24,kick-ass-2,7
MarkG.,avatar,10
Spangle,about-time,8
MovieGuys,nebraska,9
Marick,the-conjuring,8
Spangle,mr-nobody,9
Compi24,prometheus,8
MovieManiac83,the-conjuring,9
Compi24,nebraska,6
Compi24,lone-ranger,6
Spangle,blue-jasmine,8
aaronpaul121,the-hunger-games-catching-fire,7
JohnnyStephens,oblivion,6
MovieGuys,blue-jasmine,8
Spangle,nebraska,8
Spangle,rush,7
JohnnyStephens,blue-is-the-warmest-color,10
Compi24,rush,8
MovieGuys,12-years-a-slave,10
aadityamudhar,x-men-days-of-future-past,8
MovieGuys,labor-day-2013,7
Compi24,12-years-a-slave,8
devo-nc,the-grand-budapest-hotel,10
Spangle,lone-ranger,7
Spangle,the-grand-budapest-hotel,9
Spangle,thor-the-dark-world,7
Spangle,12-years-a-slave,8
Compi24,the-grand-budapest-hotel,8
Spangle,prometheus,7
Compi24,thor-the-dark-world,8
Compi24,bad-words,9
Spangle,elysium,7
axelkoch,the-dark-knight-rises,7
MovieManiac83,prometheus,7
MovieGuys,iron-man-3,8
Compi24,the-dark-knight-rises,10
joao1198pedro,thor-the-dark-world,6
aadityamudhar,prometheus,7
Spangle,the-double-2013,8
Spangle,night-moves,6
axelkoch,the-hobbit-an-unexpected-journey,6
joao1198pedro,the-dark-knight-rises,9
Spangle,avatar,8
Compi24,the-hobbit-an-unexpected-journey,8
aadityamudhar,thor-the-dark-world,7
Spangle,the-one-i-love,7
sinadoom,the-dark-knight-rises,8
MovieGuys,into-the-storm,7
Spangle,housebound,7
aadityamudhar,12-years-a-slave,10
Spangle,a-most-wanted-man,8
sinadoom,divergent,6
Compi24,her,10
devo-nc,a-most-wanted-man,6
Compi24,the-hunger-games-catching-fire,9
Spangle,calvary,9
Spangle,if-i-stay,6
MovieGuys,the-hunger-games-catching-fire,9
Spangle,frank,8
gzayas91,the-dark-knight-rises,10
Spangle,captain-america-the-winter-soldier,7
Compi24,captain-america-the-winter-soldier,8
axelkoch,boyhood,10
Compi24,22-jump-street,7
Spangle,her,8
MovieGuys,22-jump-street,7
aadityamudhar,iron-man-3,6
Spangle,magic-in-the-moonlight,6
MovieGuys,magic-in-the-moonlight,8
Spangle,the-skeleton-twins,7
aadityamudhar,the-hunger-games-catching-fire,8
Marick,22-jump-street,8
Compi24,a-walk-among-the-tombstones,7
Spangle,the-two-faces-of-january,7
Marick,her,8
Compi24,the-amazing-spider-man-2,6
JohnnyStephens,the-hobbit-an-unexpected-journey,10
MovieGuys,the-dark-knight-rises,10
joao1198pedro,the-hobbit-an-unexpected-journey,7
Spangle,starred-up,8
aadityamudhar,22-jump-street,7
MovieGuys,nightcrawler,10
joao1198pedro,the-amazing-spider-man-2,6
devo-nc,the-hobbit-an-unexpected-journey,7
MovieGuys,boyhood,10
devo-nc,boyhood,10
Marick,the-dark-knight-rises,7
Spangle,kill-the-messenger,7
Spangle,force-majeure,8
Compi24,gravity,8
Spangle,the-hobbit-an-unexpected-journey,6
MovieGuys,guardians-of-the-galaxy,8
Compi24,nightcrawler,8
Spangle,st-vincent,7
MovieGuys,gravity,10
MovieManiac83,the-dark-knight-rises,8
MovieGuys,john-wick,7
Spangle,guardians-of-the-galaxy,8
Marick,wild-card,6
aadityamudhar,the-dark-knight-rises,8
MovieGuys,the-imitation-game,10
Compi24,the-imitation-game,9
Broyax,the-dark-knight-rises,7
Spangle,nightcrawler,8
Spangle,wild,7
Compi24,guardians-of-the-galaxy,8
Spangle,john-wick,8
Spangle,the-voices,6
Compi24,john-wick,8
Broyax,the-voices,9
Spangle,black-sea,7
Spangle,a-most-violent-year,8
MovieManiac83,the-hobbit-an-unexpected-journey,7
aadityamudhar,the-hobbit-an-unexpected-journey,7
Compi24,interstellar,10
aadityamudhar,john-wick,7
aaronpaul121,seventh-son,6
Spangle,gravity,8
devo-nc,guardians-of-the-galaxy,8
MovieGuys,kingsman-the-secret-service,8
Spangle,timbuktu,8
Spangle,the-imitation-game,8
Spangle,chappie,7
Compi24,kingsman-the-secret-service,8
Compi24,run-all-night,8
MovieGuys,american-sniper,9
aadityamudhar,the-imitation-game,8
Spangle,boyhood,9
Marick,the-transporter,9
sinadoom,the-transporter,8
MovieGuys,transporter-2,6
Marick,transporter-2,6
Compi24,mr-mrs-smith,6
MovieGuys,the-transporter,6
MovieGuys,mr-mrs-smith,8
Broyax,the-salvation,6
Spangle,interstellar,8
aadityamudhar,captain-america-the-winter-soldier,8
Compi24,true-story,6
Compi24,man-on-fire,8
aadityamudhar,true-story,6
Spangle,love-mercy,7
Spangle,mr-mrs-smith,8
aadityamudhar,boyhood,10
Marick,american-sniper,8
sinadoom,batman-v-superman-dawn-of-justice,6
MovieGuys,spy,9
Spangle,dope,7
axelkoch,gravity,8
Spangle,z-for-zachariah,8
Compi24,spy,7
Broyax,hitman,7
Marick,southpaw-2015,9
Compi24,southpaw-2015,8
JohnnyStephens,gravity,10
Spangle,southpaw-2015,7
devo-nc,interstellar,10
Compi24,batman-v-superman-dawn-of-justice,7
MovieGuys,rio,8
Spangle,american-sniper,6
Compi24,american-sniper,9
aadityamudhar,ant-man,7
aadityamudhar,kingsman-the-secret-service,7
Compi24,avengers-age-of-ultron,8
Spangle,trainwreck,6
Moviebuffreview,star-wars-episode-vii---the-force-awakens,10
Spangle,queen-of-earth,8
Spangle,pawn-sacrifice,6
devo-nc,mission-impossible---rogue-nation,6
Compi24,pawn-sacrifice,8
Broyax,chappie,8
aadityamudhar,guardians-of-the-galaxy,8
devo-nc,avengers-age-of-ultron,6
Spangle,ant-man,7
Compi24,the-martian,8
Marick,minions,8
Compi24,mission-impossible---rogue-nation,10
Spangle,irrational-man,7
Spangle,mission-impossible---rogue-nation,7
Compi24,ant-man,7
Spangle,room-2015,9
Spangle,straight-outta-compton,7
Spangle,crimson-peak,8
Compi24,the-night-before,6
devo-nc,jurassic-world,7
Spangle,zootopia,8
Compi24,zootopia,7
Spangle,creed,8
Compi24,legend,6
aadityamudhar,avengers-age-of-ultron,6
Spangle,black-mass,8
aadityamudhar,straight-outta-compton,7
Compi24,black-mass,7
Broyax,batman-v-superman-dawn-of-justice,7
Spangle,steve-jobs,7
Compi24,the-danish-girl,7
gzayas91,batman-v-superman-dawn-of-justice,10
MovieGuys,black-mass,8
Spangle,avengers-age-of-ultron,7
Spangle,the-martian,9
aadityamudhar,black-mass,7
Marick,terminator-genisys,7
Compi24,creed,8
aadityamudhar,mission-impossible---rogue-nation,8
Spangle,macbeth-2015,8
Compi24,the-revenant-2015,10
Spangle,in-the-heart-of-the-sea,6
Moviebuffreview,jurassic-world,6
devo-nc,the-5th-wave,9
Moviebuffreview,creed,6
Compi24,terminator-genisys,7
aadityamudhar,the-witch,10
Spangle,the-witch,9
MovieGuys,creed,8
Spangle,sing-street,8
Spangle,jurassic-world,6
Compi24,jurassic-world,8
aadityamudhar,the-revenant-2015,8
aadityamudhar,creed,8
Broyax,terminator-genisys,8
Spangle,the-meddler,7
Spangle,genius,6
Spangle,equals,8
Spangle,me-before-you,7
Spangle,popstar-never-stop-never-stopping,6
Spangle,money-monster,7
Compi24,money-monster,8
devo-nc,x-men-apocalypse,7
Spangle,hunt-for-the-wilderpeople,8
aadityamudhar,the-jungle-book-2016,8
Spangle,imperium,8
Spangle,white-girl,8
Spangle,petes-dragon,7
Compi24,dont-breathe,10
MovieManiac83,interstellar,10
Spangle,the-jungle-book-2016,7
Compi24,finding-dory,9
Spangle,finding-dory,8
Compi24,the-jungle-book-2016,7
aadityamudhar,deadpool,8
Spangle,in-a-valley-of-violence,6
devo-nc,snowden,7
Spangle,under-the-shadow,8
Compi24,middle-school-the-worst-years-of-my-life,6
Spangle,denial,7
Spangle,american-honey,7
aadityamudhar,interstellar,9
Compi24,the-magnificent-seven,8
Spangle,miss-sloane,7
Compi24,la-la-land,8
Spangle,live-by-night,8
Spangle,la-la-land,10
